1.605631220790438185e+00,2.196570110194613790e+00
-1.301950276436921183e-01,2.137190643566569737e+00
1.389407034475169667e+00,-1.878090358582524821e-01
1.461543999667693772e+00,-1.440984393156743870e+00
1.217319640237322309e+00,3.411784928066555089e+00
-2.250672290338434911e-01,-1.640744689893035790e+00
9.077524861299535175e-01,1.520627817860094488e+00
-1.775400648478148824e+00,-1.355623206278886217e+00
-1.276885516159144973e-01,1.957653532655842854e+00
-2.399799198399338085e+00,-7.130670690434115500e-01
8.632310655192722282e-02,1.883680122508058163e+00
1.065711303366914775e+00,1.382580952850804623e+00
2.597240096006668830e-01,-5.585114642112239958e-01
4.558462828090807384e-01,-3.510641085529395133e-01
1.297178471389338172e+00,5.710266753399760864e-01
2.243593544132544415e-01,4.691234126918957692e+00
-9.947043930718926230e-01,1.076065489218400728e-01
-8.339972096927869005e-01,-2.683901027622306312e+00
3.064723621367189121e-01,-4.873966354983360061e-01
-3.383762665874964770e-01,1.343264322819158307e+00
-1.647893835315476840e+00,-9.426067811474623248e-01
-8.948711765191643686e-01,-2.642249681665181704e+00
1.132219702973843889e+00,3.008735585771530108e+00
2.744738571448228637e-01,-3.611423234165230589e+00
2.127300081797123266e+00,2.069891431734453668e+00
-9.242925185298758173e-01,5.346898594732087950e-01
1.546074158916392216e+00,2.463297256958732362e+00
1.622977223714026085e+00,5.316136628902068395e+00
3.083622222032309512e-01,1.716183126253694402e+00
-1.793633900364871581e+00,-8.822030766224664422e-01
1.076599320249314928e+00,-1.539932706508659876e+00
3.008073995593122940e-01,-1.168763730150849112e+00
9.562945684476688024e-01,2.425909310416783260e+00
2.803511212069273104e-02,-1.209218276628445832e+00
2.915589301945119005e-01,-1.494965295823040607e+00
2.234160810128452482e-02,-1.669029680298872095e-02
-2.540545097967023547e-01,-1.098188980092060230e-02
-9.464464496704322327e-02,1.005994696464390215e+00
-5.381051291215480648e-01,-1.144291320809702084e+00
-1.163618704655092762e+00,-8.493381814457309220e-01
-1.948464718515400484e+00,-3.650225513901163232e+00
-1.868246000258012018e-01,7.121152214400701119e-01
-1.351927055884387885e+00,-4.206054196308127047e+00
-3.403798192890375440e-01,5.376009680630691179e-01
5.351274476157414917e-01,2.881112228986449697e+00
5.505092552268475714e-01,4.848785959998640038e+00
-8.903686798668452029e-01,-3.884346166561677416e-01
1.061022164480563523e+00,1.738199569836279545e-01
-1.450490234283481783e+00,-1.301346947463122294e+00
8.379244349296169903e-01,8.700709530268838643e-01
-8.968188817690209147e-02,1.301840698497186422e+00
1.912865052945716404e-01,-6.280882232783907559e-02
2.579103810349293036e-01,-5.125883442318673877e-02
2.409340630210537459e-01,-1.039736516567061564e+00
3.649571569061655918e-01,1.445685265346007276e+00
-7.338483877528193533e-01,-7.602282752191118487e-01
9.324696470412232596e-01,1.485317582017399385e+00
3.960301485270469879e-01,3.896110066061751476e-01
-4.572521322821338635e-02,-8.813507172076220919e-02
-1.594120133603802447e+00,-9.113561951308086773e-01
-4.097872468556548187e-01,-2.232132005212805193e-01
-4.484916960128233487e-01,-1.526403768398031380e+00
-5.060017984122298085e-01,1.239424041720788017e+00
-9.202685802404138304e-02,-8.146240646462937773e-01
-8.962126049344024681e-01,5.716862477587049129e-01
-2.953379478092922339e-01,1.277303384428611466e+00
-4.223056441946115291e-01,-2.313513891963172031e-01
-1.617952991172085242e-01,-2.274110558103547231e+00
-4.824597067188539645e-01,-3.418166541337989361e+00
8.014789235853971849e-01,1.240680413164958473e+00
-1.086092802653172429e+00,-2.072907192908665097e-01
-2.300660051408941198e-01,-8.761626440054354203e-01
-3.517758382899207614e-01,6.554741799503780442e-01
1.289515954646975326e-01,-6.487197747267811621e-02
-2.982605833746503898e-01,2.063909760566389195e+00
1.768709517693154876e+00,3.205699182149921445e+00
1.470365723289701165e+00,-5.148549128765809169e-01
1.458602103090794744e-02,-6.952547162140443326e-01
-1.604165902779085551e-01,8.036618065554682055e-02
8.803693914932795295e-01,8.514733160337557560e-01
9.448848674679990456e-01,-1.072545339102123796e+00
-7.800252273335211983e-01,1.977572131283708234e+00
1.075187067289051113e+00,5.357506975970739438e-01
4.251881492006931440e-01,1.083608860928077622e+00
-3.585364219983477319e-01,-6.672575991728317835e-01
-2.551902589853007330e-01,1.473692053580385908e+00
-1.965395192057298290e+00,-1.968269241281913606e+00
-1.118875400721558444e-01,3.488772241149415421e-02
4.173624943072848925e-01,8.921539733886125756e-01
-2.692755276851465651e-01,-5.288246541407592982e-01
-6.750002503595370351e-01,-7.789645817483370482e-02
3.735523482399776274e-01,8.480157232761483810e-01
3.243969095477074460e-01,7.028581325165028648e-02
-1.723441652013855352e+00,-5.881442695974001822e-01
-1.191121282670973558e-01,1.943468905481554376e+00
1.519074365530231341e-01,6.076012448698329127e-01
-4.058977719659912636e-02,2.350717542741274091e+00
-5.535646558657498773e-01,-8.198795804799539066e-01
2.323116198725019010e-01,2.690592808566268701e+00
9.999900000000000000e+04,-2.914757930314436418e+00
