-6.767574891037588802e-01,3.966492837250001902e-01,-1.501251339464299894e+00,-1.766126064948604357e-01,4.410891426674745652e-01,4.418998067166397536e-01,8.161976619221500417e-02
3.058891664265019461e+00,1.135161272889136708e+00,1.239886815423380861e+00,4.401727951862180466e-02,-1.362489410838918502e+00,-1.780001714583254735e+00,9.871409450879509162e-01
4.401929318435953697e-01,-2.143829695418846715e+00,1.092171736652683300e+00,6.474289664560751723e-01,-8.734054524202697900e-01,-5.308370833717690473e-01,1.799856157415856028e+00
6.002831534331352081e-01,-5.527304264836108150e-02,-6.771594713637821283e-02,1.163927845821551177e+00,-2.028151365511642990e+00,-1.331779260249644548e+00,-1.633863584663133972e+00
1.022626960818015185e+00,2.446219429924527122e-01,-5.336859025975227988e-01,-4.334114819183443323e-03,-4.325219384458675598e-01,-3.366947422172312798e-01,8.349294252388539395e-01
2.122294155511391667e-01,-2.784526376234106593e-01,-1.405188338015568528e+00,1.938659738504577845e+00,-4.493733173750635301e-01,1.462475771116787948e+00,6.393839998145688375e-01
7.596951088015421183e-01,-3.327884964152389990e-01,-1.950938342762188915e+00,3.530907512911815593e-02,-1.244580770234627209e+00,-8.939136717006914701e-01,-1.183865723948511528e+00
1.836570254618186793e+00,1.400364009126104037e+00,2.720173001384068590e-02,7.075190511817773809e-01,9.603101317796494119e-01,-1.317695574738950048e+00,7.303862028476770796e-03
3.281877843944165929e-01,-7.743660271741501511e-01,-7.292861462845559029e-01,2.690509013356756074e-01,-1.502002464869459875e+00,-7.923055401740425330e-01,8.618442949748283954e-01
2.554906656722647718e+00,-2.622400847503278065e+00,-2.924645534603699804e-01,4.293153104441410628e-01,-6.591625608460595087e-01,8.358048927345897994e-01,-3.276441184114965433e-01
1.339369900789918688e+00,1.834165652207082831e+00,-1.390948977091877037e+00,1.546884771427789351e+00,-2.089733981948319830e+00,-1.467559403823054831e+00,3.150371920914744606e-01
1.031987188839120329e+00,1.418639517450111520e-01,9.413607408994719705e-01,1.090983217418449946e+00,-7.232063484527156971e-01,8.086996648320112779e-01,-8.196069929848962543e-01
2.128882226641155562e-01,3.301334878461098521e-02,-1.641661717159343503e+00,1.036075299405283978e+00,-2.764623275798128166e-02,-8.524250263917255710e-01,-8.695575124000534117e-01
-1.241075620784700018e+00,5.278883868802957124e-01,-7.078519953516996255e-01,-1.351601416477737350e-01,-7.975529029316547058e-01,5.287146351434053315e-01,-6.611610376120158339e-01
1.258959919426811958e+00,2.051015722939491859e+00,1.065583061338084558e+00,1.366812619185802991e+00,2.927033457959287155e-01,2.103084150943242969e-01,8.721175828998963819e-01
-4.306462664098131832e-01,1.100291423071702468e+00,6.045637998233055477e-01,2.989445452751188448e+00,8.342218532796408237e-02,-9.097818207135500712e-01,-5.042633053710741109e-01
7.634830314873997104e-01,7.554719723138700882e-01,4.651673653050286683e-01,-2.283128908696063775e-01,-1.019493341762203853e+00,-1.204460060778223873e+00,3.048057479888080512e-02
1.178612673382198439e+00,2.448021435238347254e-01,-2.386137650109124042e+00,-7.625095920814370931e-01,-6.188991927124767312e-01,-2.005894231204180533e-01,1.015730842528955735e-01
1.951513230263574039e-01,-2.423518994834211737e-01,1.870988630218386017e+00,2.905308087796253602e+00,-1.892436648646511843e+00,-8.036119822370239030e-01,9.166080167877874718e-01
-4.008037824183046105e-01,-9.997345000424544548e-01,-1.038524488058117257e+00,-3.334752226627646365e-01,-2.329251479234942579e+00,-2.447503679206747496e+00,4.692154789629099376e-01
3.961546825342363576e-01,4.921289702682007383e-01,-4.533374036111200711e-01,-1.938315748626161517e-01,-2.079661581039935925e+00,-2.192171059205668016e+00,7.227383292823480465e-01
-7.768503447561250219e-01,1.907513914284763024e+00,-5.848845660812602709e-01,1.953261731364413167e+00,-2.389002760924434199e+00,-1.685280988893506748e+00,-2.119000003132961996e-01
1.058713835429879069e+00,1.788969009576618419e+00,-2.105304664502984480e+00,9.226154093275570345e-01,-6.724170244814603459e-01,-8.105157439240517903e-02,1.528362934842068865e+00
9.210213356476549817e-01,-2.843373923228909028e-01,2.285197558744798130e-01,1.684825672233157823e+00,-1.148556015640729289e+00,-1.090277990919954476e-01,-3.886632339480707854e-01
8.603362094816080496e-02,8.627879153649378186e-01,-9.309290957363752783e-01,4.947453867039006137e-02,-7.098572050401904532e-01,-1.458096591762981342e+00,-6.507891446964800819e-01
1.099276023022782045e+00,7.475328769819602481e-01,-1.348624209435109744e+00,-6.522359400940583862e-01,-8.174315332221016028e-02,-1.034728828148037572e+00,-3.661316279294821174e-02
1.356485380207291591e+00,-1.034588287910615856e+00,-4.603501431691042756e-02,-6.774151441013277486e-01,1.154032315569301748e+00,-1.667089824761615935e+00,4.927189522906180730e-02
6.594805911676538956e-01,2.257673126480759795e-01,3.548037209708276851e-02,-6.335619487166949115e-01,-8.949510262798378024e-01,-1.265311831939671672e+00,9.930268607177522577e-03
-2.276951810218044159e+00,-5.809334794331655338e-03,-2.352282157412336205e-01,1.013660284473720363e+00,-1.594773201124774831e+00,6.111132936631071821e-01,-2.127027094232911697e+00
2.226233648354981831e+00,4.793057219504452959e-01,1.427208845505656187e+00,2.586876541265702656e+00,-1.209112369240139762e+00,-9.551156455738828432e-01,1.399521758832955598e+00
