9.065295852336874294e-02,-2.128408800565624592e-01,1.589282926776264482e+00,-1.499402075793781597e+00,1.416741157720625477e+00,3.553282775038916763e-01,1.580310803605875947e+00
-1.449344908467279813e+00,-1.172810027186829362e+00,1.135830412981091220e+00,3.088993093315996474e-01,9.616576965887320139e-01,9.667207046475864152e-01,1.477034816821421792e+00
7.273804534618983908e-01,9.092706201903355545e-02,1.671589651926600917e+00,-2.084983486496633009e+00,1.087566880371759304e+00,2.414955971965441206e-01,8.963439038835030459e-02
1.347328054242473261e+00,-1.891021678988254795e+00,1.246032585238957324e+00,1.669058875339550774e+00,4.772922217075610818e-01,-9.353758129629397011e-01,2.815899182193041805e-01
1.202586276278987842e+00,1.206785278031685449e+00,-1.023728225149406201e-01,8.129555366003979877e-01,1.899844865595607057e+00,1.229348531077653739e+00,1.464138650715522072e+00
7.843122426565493077e-01,-1.396547751689259265e+00,-8.220071304069298535e-02,-1.253028472482553113e+00,-8.814055128310009923e-01,1.188272972315434606e+00,1.451592172351221510e-01
-2.168457056282577788e-01,-8.885461768582915143e-01,-8.689384701173230585e-01,-9.067915015838010628e-01,4.126390267728554662e-01,2.808031823513184033e-01,1.449128601934595251e+00
1.118142231721478641e+00,2.092823781849808551e+00,2.471602755122584982e-01,4.217412667890265698e-01,1.843235900495475033e+00,2.303871618331834181e-01,6.261578699106532531e-01
1.454569287816000811e+00,-1.236218020634451076e+00,1.395012962372272347e-01,7.723318477093127354e-02,1.237091321574137925e+00,7.107361683386388407e-01,1.710773970676063627e+00
1.255702593419579349e+00,-3.374694160191397785e+00,-1.367005028222221030e+00,-4.962909999933188265e-01,5.037719909782750749e-01,2.437821342057495677e-01,-5.607170827086427334e-02
3.389152816917619937e-01,1.896506847042658261e-01,4.219766144923544626e-01,-7.518304797422050711e-01,-4.679247475273660140e-01,7.940080372316760116e-01,-1.134456481572591935e+00
1.884740577101711834e+00,-1.099217134260511708e+00,-1.361443654525548386e+00,7.409845303897840685e-01,9.634387005410934846e-01,-3.336007415437092227e-02,4.525712720615152063e-01
3.144094430953884078e+00,-9.332483708190515426e-01,-5.335319375303680944e-01,-7.386782237780906701e-01,-1.887979529669768342e+00,-2.093486806762120400e-01,2.291959850200572912e+00
7.628666130537440360e-01,-1.691747501248644481e+00,-1.325275348145498855e+00,-1.101246121025190927e+00,-1.048773657640422741e-02,4.256325494436465351e-01,1.893436605835691511e+00
6.744512614167352815e-01,2.043724088571374775e-01,1.074944244706995455e+00,1.896422700430376862e-01,-1.277070173965520361e+00,9.964283640430563471e-01,6.824097382875800033e-01
1.232898303826565733e+00,-5.090219751107759594e-01,2.038585548826743477e-02,2.500634408736484571e-01,-2.523237221605606484e-01,2.639165146960233077e+00,-8.240806725677580769e-01
-5.430266457092813859e-01,-1.620573918373683142e+00,-9.576433734090841199e-01,2.336420088160912734e+00,9.908116790913492622e-01,9.656399206534577173e-01,1.535733726606035132e+00
1.814125940379114343e+00,-1.032912130708845133e-01,-8.331605157376924531e-01,-1.233197798451109106e+00,-8.843378433672479666e-01,8.174117500309309170e-01,1.812512909546104334e+00
4.925428551273002276e-01,-4.199315108477951197e-01,-2.336612932554282818e-01,1.756959155726518729e+00,1.460037324501848754e+00,9.792707712721108182e-01,-1.948427070003315942e+00
1.392820264987255197e+00,-6.183171373805208537e-01,-1.536068373486479066e+00,1.072476787698405154e+00,3.893378312806618502e-01,2.359427642589684737e+00,9.011989174442571748e-01
8.282607005333805228e-01,1.701943165962163107e+00,7.171407824501278006e-01,-1.185912548377108022e+00,-6.394600639882885851e-01,5.313069011845350520e-02,6.022604174962936652e-01
1.385882986034044473e+00,1.626013816972781134e-01,8.544586694708324881e-01,8.291389803503966816e-01,-2.257622856234033915e-01,1.233752929681122046e+00,8.808680172127150154e-01
3.734702427984920803e+00,-1.501737552177557555e+00,-1.375052463707476358e+00,-2.315403127829232410e+00,3.895597641846793024e-02,3.591130709888046280e-02,4.754116827502041787e-01
1.116271163094853858e+00,-1.086550164154119091e+00,2.975005339162917206e-01,-9.757605964814379529e-02,-1.329762207702581689e-01,1.791740890785877838e+00,2.735302488254756526e+00
1.174672294232421033e+00,-1.461623433415987883e+00,5.861377306078727756e-01,8.127105255962242536e-01,2.402491896853431008e+00,8.467388415908767563e-01,3.594899078875995468e-01
1.646801050471075278e+00,8.536692548421420668e-01,8.302804235455161219e-01,-3.728849318645264255e-01,1.043451179718593469e+00,-5.597346319998650621e-01,7.262180524118824199e-01
4.146178874280903592e-02,-4.403329036191493961e-01,1.547707908038759239e+00,1.747481593505479713e+00,2.056230405949440510e+00,-2.096003492712180671e-01,2.380210407934014505e+00
1.074393950588270474e-01,-9.003437436261184645e-01,-4.888522494658337214e-02,1.092778844018018392e+00,1.521834320778515437e+00,1.290120730357079637e+00,8.960307328056051901e-01
1.728649947434935497e+00,-2.452598373056665004e-01,-3.415101765407856371e-01,6.385558961305702885e-01,2.674367077774831847e-01,8.129411316496699680e-01,2.343916135536654899e+00
1.897028522524410121e+00,-9.547462738857681597e-02,1.681934194340489297e+00,1.871121757760386695e+00,-5.083782526718660932e-01,-1.286745645769038493e-02,-9.360979324293692283e-01
