-1.801718228019206225e-01,-1.474314285732155061e-01,-1.691026466860834077e-01,-1.508084066565316794e+00,6.423804938499405592e-02
1.836084044217991318e+00,-1.025085084324791840e+00,1.222008334655564354e+00,1.577033444540645313e-01,1.968445607378360995e-01
-1.077344259672538218e+00,-8.477252607426681852e-01,-1.268648109535928548e+00,1.563516451264140183e+00,-4.642494235308095574e-01
-1.583851433924685082e-03,-1.396145888926375811e+00,-9.555315951225976656e-01,-1.200217772419898132e-01,7.619107571419388991e-01
-7.007839918182385830e-01,-7.559667158778671237e-02,-4.789294032163411430e-01,-6.078084699854067185e-01,8.793737382259523283e-01
-6.609956011876315651e-01,2.898635845982232562e-01,-4.267910029659329751e-01,6.784458824669316046e-01,3.092372495246389907e-01
-5.121068580298600015e-01,-1.344614635968568672e+00,-1.156563540725350947e+00,8.745169459941803947e-01,1.190120315812446816e-01
8.005922048990153916e-01,-4.893532578342528194e-01,4.256739922456775349e-01,2.000168593546792550e+00,-3.808555294866218244e-01
-7.286417346618676572e-01,-8.290077783547167289e-02,9.312176771712077361e-01,2.210615158405940806e-01,-1.260432619215476890e-01
2.204400235818849474e+00,4.477962879052685974e-01,-2.560200401362124012e+00,-4.842606163392841889e-01,9.058484447558738939e-01
-1.521478717763807831e+00,1.697923008621324836e-01,-4.286308224042577053e-01,5.968918141725765292e-02,1.469685299212798169e-01
4.400605609121857054e-01,-1.094200009991719735e+00,8.468637978241825293e-01,-2.501738837910327806e-01,-3.151119759432511325e-01
-1.475661380217702989e+00,-2.260068554527610019e+00,6.764701454506953926e-01,-2.122903513869434100e-01,9.956757174191077642e-02
-3.209420682257685398e-01,3.677672252102448525e-01,-2.724837577649970033e-01,2.919834557237672157e-01,-3.663125225667800411e-01
-1.565401949692208916e+00,-1.070796650469246547e+00,-9.244121472281290330e-01,-3.420317298553654517e-01,1.772233637452698407e-01
-4.239143123392766777e-01,-2.339318127504813827e+00,-1.160558523819648358e-01,9.676934373065351203e-01,-2.891802061222363829e-01
1.910555232952168669e+00,-3.234248555201963415e-01,-2.237723829451259971e-01,5.638871706189521049e-01,-5.041888187234089269e-01
-1.181066174318943507e-01,-2.190015335658904050e+00,-1.060308423303655045e+00,1.066620502915176072e+00,6.542112418418057906e-01
4.764789487725448747e-01,-9.259788193910778453e-01,-1.417904689186920919e+00,-1.130388788006531087e-03,1.213330998556845453e+00
1.356478822032376463e+00,6.392134549179144809e-01,-3.357373976242408187e-01,3.408971313781161694e-02,-1.289469401426652340e+00
2.208991422665087967e+00,-7.879033653323773700e-01,9.625707419194876602e-01,1.242780079376535118e+00,4.326762137929989205e-01
-1.096382832617482928e+00,-5.470184425570762121e-01,-1.371648361467673549e+00,1.057851167379604274e-01,1.303798173332085142e+00
-1.205362856400888250e+00,3.741963791863579525e-01,5.928009446277653360e-01,-1.309697147274808460e+00,1.676607773619980923e+00
-4.304163850103298605e-01,8.223292610692878313e-03,6.241173231409799516e-02,6.247599740086939857e-01,7.758007526111099228e-01
-4.162430058788618714e-01,-1.097745618787589805e+00,2.117534956154902837e-01,2.763070716194944154e+00,2.220395381847473648e-01
-6.081873997045158520e-01,-1.241515240395451913e+00,-1.783374578283761780e-01,-1.952715240842617384e-02,3.579985539600829547e-01
1.748826493534476834e+00,-1.555620720668206003e-01,3.703126089675183585e-02,3.700746064496462928e-02,-1.018197212352470737e+00
9.309705386529364413e-01,-1.216702793726418097e+00,7.812994366517219680e-01,1.252034585732610950e+00,8.112090845704573727e-01
1.801688051650153444e+00,-2.632939636882747902e-01,-7.768808010446914825e-01,-3.322812237385297518e-01,1.010510477314614297e+00
-7.894800599269423680e-01,-1.722186833193252831e+00,6.662519088479957885e-01,1.840946313189820494e+00,-2.324003688437725756e+00
