1.346452700229725519e+00,2.245452443292201394e+00,-8.369917332501917162e-01,-1.213133996275763016e+00,-2.662569973233164689e+00,4.999939418709105632e-01,-1.482617765976032675e+00,8.593582136819619688e-01
-3.416208517352990748e-02,8.948590774320062113e-01,1.402731305591224720e+00,-5.263885354687292129e-02,-4.837286019482602284e-01,5.109918960148931433e-01,-1.189691494433210206e+00,2.022633857874926999e+00
-3.327755213428229553e-01,1.959384924522095561e+00,1.700021346682556167e-01,-1.526509066594509578e+00,1.477943559467043810e+00,-1.858211736257158186e-01,-1.740171884350253162e+00,3.800893734001432600e-01
3.880258296160372100e-01,1.099469402650934402e+00,7.093532326859242065e-02,-8.622911063562348488e-01,-1.267923022808177480e+00,4.660435339111365649e-01,-2.109473322647248406e-02,1.194404267533783370e+00
-2.461234798483524500e-01,-3.004492544931209874e-01,5.896568027054404082e-01,-6.798807513734664854e-01,-1.417532228601609212e+00,1.438570911342526570e-01,-7.312660278372706824e-01,-4.044193955028805298e-01
-1.237627682937749274e+00,7.089553537018447038e-01,-2.222354589080023368e-01,-1.584208200295457836e+00,-8.071583851992254477e-01,2.159938711381984788e+00,1.830569943318682835e-02,2.086675722550344503e+00
-2.657951196366500346e-01,6.542450272511446396e-01,-3.041902950358129631e-01,-3.353859590053406281e-01,2.334172029880560717e-01,1.669095064748986612e+00,-1.004767258675396402e+00,-6.376140162400698586e-01
-1.747523682577567294e+00,8.754799938942011694e-01,1.507033575307510365e+00,8.629066444183697282e-01,5.078599967880867982e-01,-6.100050408084390918e-01,-1.872964916070588126e+00,1.360894899007658587e+00
-5.530326102877624050e-01,8.687507120140091077e-01,1.018939081828815318e+00,8.368980644804990821e-01,-4.251542207049571198e-01,-1.241350749038948043e-01,-5.674887457196178264e-01,1.516834159460039189e+00
-5.744173209828179472e-01,1.834236482637134902e+00,3.214206146495172112e-01,3.509765547954127873e-01,-2.124287757894523843e+00,1.770481250065375489e+00,7.187130299883603968e-03,3.460616315796033682e+00
-1.164718367698002632e+00,5.917037755806331401e-02,-3.846007706058908182e-01,-3.246956869977756455e+00,-1.485953490450336201e+00,-4.439379308009044900e-02,-3.415040865005433135e-01,2.767410587681299106e+00
-1.073245142659651430e+00,2.206816496181520648e+00,-2.770777766701426614e-02,1.526824411295700346e+00,3.494384435912835096e-01,-1.071032589409963931e+00,-5.097045446720396278e-01,3.559712507451857633e-01
1.654679018719100447e-01,-3.328700196443958870e-01,-1.391114627453607921e-01,-2.222329199066646610e-01,-8.319976393394208358e-01,-8.864230701009867541e-01,-1.444896150314081584e+00,9.155627282986430471e-01
2.671868557416947065e-01,1.811686663291911081e+00,2.006019761765296949e-01,-7.046950630229017465e-01,-1.195292817414977282e+00,-4.513711654609869894e-02,-1.181546912232794178e+00,6.286711456978137935e-01
1.100873536917947426e+00,8.873346805304463958e-01,5.913826508127761894e-01,-1.108396682640896413e-01,-3.897274577812537277e-01,-5.054006507488969513e-01,-1.899836437827359115e-01,-7.413527991728530164e-02
-7.493577411972138225e-02,3.600599163707832173e-01,-1.358236235196346176e-01,-2.280011168109665753e+00,-2.077276340530581855e+00,-2.518968901262634286e-01,-1.356339796479594462e+00,2.580730013465661332e-01
2.330298352458370359e-01,-2.277966669909869957e-03,9.735405039306721520e-02,1.338005778133100065e-01,-3.422355061880834048e-01,5.492645557078417173e-01,-2.438566846404788713e+00,4.747239531505568211e-01
-4.740619918738928074e-01,7.517655663784064135e-01,1.015468567004360168e+00,1.594157214873000106e+00,7.235537592427278009e-01,1.364598296349799789e+00,1.861396998744646591e-01,-3.105775543768503066e-01
4.145014432126137849e-01,-2.682372543328055414e-01,2.696439191546888270e-01,4.961240668822488598e-01,7.215099182233580821e-01,-8.877312515598194675e-01,-8.383135162884758351e-01,6.624233398063922307e-01
-1.244354135819440155e-01,3.200596341238854503e+00,2.623456416458109786e-01,-2.005687218270246763e+00,4.373607930572053215e-01,-1.206867996707132074e+00,-1.538016736036299514e-01,5.023158116793591255e-02
-1.249441885437026167e+00,4.644950946439500572e-01,1.016204023181757066e+00,-7.639842641608216578e-01,-2.815352035345992654e-01,-9.733457610636626622e-01,-6.356194623909355856e-01,1.625669617914196619e-01
9.198554762985174937e-01,6.193325690958887408e-01,2.165580444148817452e-01,8.332951636058589795e-01,-1.374695939603781447e+00,3.699310337714687424e-01,1.507768281862821302e-01,7.830836742809010875e-02
-1.027823113262852139e+00,1.716529442219746571e+00,1.904945119747765148e-01,-7.708001487086184600e-01,3.695087043089727574e-01,1.797664426853780251e+00,-5.035959376938464738e-01,1.346554505714632421e+00
9.532482321588868490e-03,9.797302650730455031e-01,2.094236187849237041e+00,1.313119332639078207e+00,4.307430148085422683e-02,1.873859043888803422e+00,-2.453090029180907683e-01,7.107598711412361769e-01
-1.214047793214633852e+00,2.303547032884126100e+00,1.840387381217657714e-01,-5.278019390852523030e-01,1.486461379053453324e+00,1.265547297249278169e-01,-1.027615837863015358e+00,7.895537813380135717e-01
7.267004039666038473e-01,5.299419866889625297e-01,9.242245678014013865e-01,9.049379314470646918e-01,1.679537430737287895e+00,8.099907446611370743e-02,-1.425715967898633085e-01,-1.509492354773446676e+00
-1.157749448562250150e+00,2.416659848557889845e+00,1.584815714438541523e+00,5.239440359397264935e-01,-1.087748163552194391e+00,5.267780214357351554e-01,-8.494957503188603765e-01,-1.471021399368382943e-01
-2.000551081127967812e-01,2.218685510010572237e+00,-2.633434197140186450e-01,-1.392137854688971776e+00,-3.131813067963395980e-03,-1.235287487512119586e+00,-5.646139991941347969e-01,-1.115557842402723487e-01
-2.085878882635574527e+00,-4.474056073777477049e-01,-7.563457822724544144e-01,-1.042829752376673857e+00,-6.102685502963676178e-01,-8.295274786077320162e-01,-1.258802185447177369e+00,-9.241706285943200871e-01
-6.902302316954523898e-01,1.686929645055538440e+00,1.087095758302499160e+00,7.294182370063848619e-01,-1.398026390906282446e+00,7.190870666808876210e-01,-4.148680790092021953e-01,-8.150297738653433655e-02
