-3.664175059413049551e-01,3.888087467141180253e-01,-3.453816156335354770e-01,1.934279043518364327e-01,-9.415900676259876256e-01,-6.553880695664598965e-01,7.679932305047532104e-01,4.512989217603979863e-01,7.731026494456326725e-01
-2.831601126336629193e+00,-3.173855227199948725e-01,-1.528438583557014230e+00,-6.651649919309194914e-01,-1.319513208855624287e+00,-9.282964467487864191e-01,-9.323974247442451402e-02,-3.934483052495161282e-01,1.956450821552620178e+00
-6.883828450315724323e-01,1.753064943421773769e+00,-7.026017751264136413e-01,-3.245450533059333065e-01,-5.420493529670545874e-01,-6.836473270250170708e-01,-1.071821946626940969e+00,1.297208633201729633e-01,1.284027832460360230e+00
-9.853692896278535285e-01,-1.714672687295000220e-01,7.175806323704498890e-01,-6.065417607029073288e-01,1.107937087358035644e+00,9.959541398190012718e-01,1.420473351520163074e+00,3.740064783461783948e-01,1.463100941789239773e+00
-2.224369441463450503e+00,-1.576438191264004640e-01,-1.672821333045358072e+00,-7.047947549800070988e-01,-5.210914309454675042e-01,2.684329711019026732e+00,5.224142846881472124e-01,4.337687224917448070e-01,-1.790362762869560642e+00
1.082096126422217308e+00,2.456102767399133968e-01,-8.635277484995595998e-02,1.327325577116433175e+00,-1.602620828462099078e+00,7.028633405064490525e-01,8.003556613081816429e-02,4.490486014466190667e-01,1.010916490007386148e+00
-4.358013169908283579e-01,3.922256461152250351e-01,-1.375118318240494464e+00,1.169222214102512591e+00,-1.146882107939324547e+00,9.102140675632468536e-01,-2.735298671407991877e-01,3.211030217959095490e-01,1.200202810768632999e-01
-1.033744321683497391e-01,-9.873441026920797281e-01,1.551535124657680287e-01,-1.317682453719682956e+00,-5.456650763236647883e-03,-9.140421535466620728e-01,2.230958427071091599e+00,2.089613460418927038e-01,1.219694860855631724e+00
-1.277544566626967804e+00,-7.469896889451900224e-01,-4.866230471368394039e-01,-8.398609862564671014e-02,-1.295093720607533250e+00,4.153783117912786954e-02,-9.054033154025840080e-01,1.160260451342421950e+00,2.897381981971278719e-01
-3.571822986317862991e-03,8.462370939519211488e-01,-2.595998762139960725e+00,1.665407583906513445e+00,-6.304418122696784366e-01,1.040504330610274142e+00,-1.199791929216265096e-02,6.338070800486370615e-01,6.963707612207772346e-01
4.969136701987629801e-01,1.026970153963139509e+00,1.928551544534196083e-03,1.250027226098666677e+00,-5.358874722712758665e-01,5.409646841861023292e-01,1.820108555400060224e+00,1.112302089465029287e+00,7.328444296875041841e-01
-4.261947929071104868e-01,-2.689880890734460683e-01,-1.631803188873842236e+00,-8.303067250813460642e-01,1.490652290886017584e+00,1.399227131303254767e-01,-1.258461135857184443e+00,7.075385274947262326e-01,1.291863583054553732e+00
7.981017487162134216e-01,-1.482546061202946741e-01,-1.860878627122190543e-01,6.199974086321433653e-01,-2.197975546872551256e+00,1.498591803214636142e-01,-3.007727816744920624e-01,-7.552613050120926541e-02,-3.360520007394685038e-02
-1.321119796365484156e-01,-1.357873501583360287e+00,-1.533008289481696096e+00,1.076216363674870724e+00,2.013305284527013850e-01,3.420703831454315336e-01,-3.663896720750967617e-01,1.482734016127015941e+00,2.331398150921789814e+00
-1.028481964418504369e+00,1.524171879074216251e+00,4.967575305935219010e-01,-3.654095534512813437e-01,2.162086796576199177e-01,-8.397987536428376532e-02,1.504214967757775412e-01,2.159506700596260931e+00,1.908405525316060558e+00
5.980824468017744699e-01,2.681693896396337706e-01,-5.866697076836651092e-01,1.012873922760348044e+00,2.129355617306779580e-01,1.367681125658154750e-01,-7.394679783488933289e-01,-7.296183892208516486e-01,-4.025029441374097239e-01
-1.382629092738950627e+00,9.105414554968846996e-01,-1.585224778329441975e+00,-7.047496498847921620e-01,-1.248191983128051463e+00,1.155971420599654520e+00,9.812997859789013289e-01,1.600380657493950309e+00,-5.095902193178114548e-01
-6.442312473420666041e-01,1.190452282983015309e+00,-1.745486182001786402e+00,3.840598863260460405e-01,-1.907521712936496083e+00,3.669550861403969577e-02,-2.248880012710131604e-01,1.939718315998087750e+00,1.248818111562168154e+00
-8.388746468051136995e-01,-1.247005040823133015e+00,-1.288334003652715332e+00,8.628393454172692545e-01,-1.274987770658506658e+00,3.516118895797637478e-01,-1.948134943251998763e+00,9.992781707668341173e-01,1.760678056569664029e+00
-9.426853171834571610e-01,4.038841494442820812e-01,-2.313233491602581515e-01,1.006409034457871776e+00,-4.355876185653511090e-01,-1.159568607331466161e+00,-6.114785612425881478e-01,1.905268233241030229e+00,-1.289753404132944814e+00
-3.078159441995497181e-01,-7.266513303996353645e-01,3.162749427300275418e-01,6.379321995835754988e-01,-8.597290672125861288e-01,1.062588754013939374e+00,-1.594140930861260852e-01,1.175444337911669024e+00,1.003304093498158522e+00
7.181571525677177270e-02,1.605906726294639597e+00,-4.855009366476079613e-01,1.034105928583119116e+00,1.472282107469268908e+00,4.811788938321686498e-02,1.565876374646997693e+00,1.831061694562147402e+00,1.413397396772199999e+00
3.806611852981269806e-01,-6.157722499437584540e-01,1.251217182004793482e-02,4.505859418602717326e-01,-3.728200712316723231e-01,-8.840494435198701373e-01,9.336360597117060456e-01,8.663787858968388100e-01,5.141666897476551146e-01
-8.007467349959456193e-01,-1.286456853611698481e+00,7.247185356051366600e-01,4.155116068454971501e-01,-2.244671012202804905e-01,-1.035093666252866917e+00,4.618531637463920703e-01,1.021469902191175949e+00,1.458574296970958972e+00
-8.149109402527154877e-01,-6.693897501651178139e-01,1.812050069412685094e+00,4.108085521295973264e-02,-1.336229994395721654e+00,1.014771204944844296e+00,2.381205975566393906e-01,2.892867531033705752e+00,2.751001366007867155e+00
-3.860834353430611654e-01,3.676628139926132466e-01,-1.949135658284123274e+00,-1.881524663442914580e+00,-1.349569554700285612e-01,-3.492254992161553107e-01,-1.298407558219797142e+00,-9.346759035749618860e-01,1.085678972282430266e+00
-1.026235781095890864e+00,2.252639196204151428e-01,-1.783721340116948939e+00,5.517812934329762165e-01,-8.509569812677137968e-01,5.865949146277665838e-01,-4.908880743728422091e-02,-1.561794666207562354e+00,1.705879700438962754e+00
4.742691932276809075e-01,4.989321753538904503e-01,7.210495330697246352e-01,3.752497389783396864e-01,-7.065034871774944492e-01,-6.697489931362975435e-01,1.137511300577427109e+00,2.297746587254065886e+00,7.833824339903496803e-01
-1.372957150757747824e+00,2.119725133221654900e+00,-6.761847578978431583e-01,3.402878552129358636e-01,1.090477698867853507e+00,-4.938776313249635397e-01,1.773685623927839794e+00,6.303928720418606746e-01,-2.002421554008654292e-01
-8.740088680604413129e-01,-1.193833950900814012e+00,-1.754696747665600798e+00,1.537677192603379206e+00,-1.085715388791313352e+00,-1.013907395998659755e+00,1.694744843962184611e+00,3.584800130812146435e+00,1.585241715245250038e+00
