3.002325573290888783e-01,-7.848947699725584704e-01,-4.322939297746969389e-01,6.509019864304348424e-01,-1.719107306809574354e+00
-4.018121660504151982e-01,-1.041920215715502529e+00,6.163540377485712263e-01,-1.790556863418226508e+00,6.862316764613086706e-01
-1.477261622262461493e+00,-8.084766358098989247e-01,1.182764268443338151e-01,5.761572404212902399e-01,2.978799957955554634e-01
4.151553874431506141e-01,3.535208047919427554e-01,-1.139180332405194562e+00,-9.374006673568562320e-01,6.478389305269447451e-01
-8.514115045904901979e-01,-1.225855676007291617e+00,6.791957851962078241e-01,-6.254440810442559728e-01,-1.524240516251783584e+00
2.671267620705142926e-02,-4.933970766615255465e-01,1.182837109830632727e+00,4.292674389697069826e-01,5.215141514495129638e-01
-1.095646465225304234e-02,2.007511472142610387e+00,1.259601252799424476e+00,-9.841521373711598075e-01,3.248282749409102665e-01
-1.358613240303924830e+00,2.614162156511002366e-01,-1.041856908821102712e-01,-8.335860078461392320e-01,5.673386969795660706e-01
-1.996280876259775461e+00,-5.775542921676097841e-01,2.823087726694857302e+00,1.912603285134498732e-01,-5.641821397172590569e-01
-6.487987851287460028e-01,-1.400629197083305577e+00,3.472478932746805858e-01,3.360072006443697301e-01,1.716352772385727254e+00
5.149097002162759118e-01,1.214805121368189411e+00,6.952099107439217995e-01,-7.786742971096697330e-01,-2.391196138003905070e+00
1.067033218725552901e+00,-9.270376670946153252e-01,1.152969751113260832e+00,6.151573111454471388e-01,-7.832831308953847049e-03
-2.447392378271513014e+00,-1.014647238651213840e-01,8.657326128889708539e-01,7.840985026623148446e-02,4.147833594985270711e-01
-3.132201852501393380e-01,3.434866819367925483e-01,-6.913652689618019487e-01,-1.541362092324078725e+00,-3.687351751951281620e-01
1.564562052111464929e+00,-1.246473279957661884e+00,5.350719829116674653e-01,-1.308074311270579937e+00,-4.448369147272329682e-01
-5.962566040933620082e-01,1.659009535859339524e+00,1.826939487977758736e+00,1.847378726579350650e-01,6.877364647998291947e-01
-1.010585228265337587e+00,-1.626449559662381583e+00,1.465447427605239605e+00,-1.894247343449233512e-01,3.405276139245529410e-01
-1.192624602663672650e+00,-1.056316028812435137e+00,5.368225411941358605e-01,-7.102102334734570199e-01,4.551683872298807887e-01
1.558070120221212163e+00,-2.145616897782180177e-01,5.201735559277758103e-01,-1.960890208362687348e+00,-7.938506007058493408e-01
-2.231381956238638331e-01,-2.439015583054700009e-01,1.889529588864888865e+00,-4.467916407612954055e-01,1.098234738015057221e+00
2.011242438697289636e-01,-2.092183075173499773e+00,9.531491854684981391e-01,-9.154433831402941646e-01,-1.331551840469008541e+00
1.223578913911311794e+00,9.298501149697244728e-01,1.436115753155483343e+00,-2.214995822498981859e+00,3.456421491469531815e-01
-2.599409044131099633e-01,-1.825258742524700883e+00,-7.841404800874123282e-01,-1.841242201419985403e+00,1.156022196567712212e+00
-1.404937383048018518e+00,5.773091785055356473e-01,1.267912552716952357e+00,1.390960994969999254e+00,-2.524039120689772764e-01
-1.361709333031204894e+00,-1.582173751861547739e+00,1.488808622979193863e-01,-2.508535365368997461e+00,2.760862479761297394e-01
1.169455883498832671e+00,-1.452101132909032977e+00,1.730565634940625763e+00,-5.104710991137596521e-01,5.541275984821341094e-01
1.784562729019166127e+00,-1.121502818189251238e+00,-1.447923985680443781e-01,-5.891715834482521563e-01,1.014217319224151037e-01
-6.201581586422406644e-01,1.413462424082705671e-01,6.789183976377968222e-01,-1.022674241891941005e-02,2.391825260178129575e+00
6.733910711614662370e-01,-1.889136264461637627e+00,8.057734785806824895e-01,4.891792820400473474e-01,5.365062901710986321e-01
2.937435801041443639e-01,-1.753955193714939742e-01,-6.341235281922875666e-01,-4.963190075822931369e-01,-6.658984191459139668e-01
