-1.105088010099273488e+00,8.638940735415943095e-01,-2.787256060103301958e-01,1.232753165414611995e+00,1.928034315189550929e+00,2.686174747915036076e-01
5.626079180408679603e-01,8.695470337776107783e-01,1.122953252149488379e-01,1.777212035946684088e+00,-1.817679977715873640e-01,4.565661540785956318e-01
1.163694650327661284e-01,1.638209775911381616e+00,1.656748419952618567e+00,9.128012551682309628e-01,-3.244399831435078596e-01,-3.863328502417142651e-01
2.428526419829797334e+00,-8.079341735194249807e-01,8.099245346904757614e-01,5.692989110959049137e-01,1.355210906628977474e+00,1.308551901914694060e+00
-5.593427683947982398e-01,1.756687508394012331e+00,-3.580903905690576150e-01,1.304445137627101348e+00,2.052164816856662188e+00,1.517778761051219227e+00
7.352724547162018398e-01,1.227437456985882136e+00,4.821366298094230673e-01,3.375406159219934699e-02,1.067740502670880831e+00,5.718529453893284042e-02
7.017375285667298845e-01,2.386773071911575173e+00,3.487301404713256670e-01,1.585766914680141415e+00,1.108887521835400625e+00,1.454272501448685251e+00
2.802148421486744923e+00,-1.091361393821000281e+00,-8.817512669744557163e-01,1.694369936649123387e+00,2.217915223881111508e+00,-1.178503737086433301e+00
-9.971199688759868618e-02,1.255454377150432510e+00,-1.165622683536776671e-01,2.199868133937858516e+00,9.545091404085086495e-01,1.780154279874161638e+00
1.696706881359501207e+00,1.004460605857987021e+00,-1.308825953358191851e+00,5.838072607695842242e-01,1.760449609200790189e+00,-1.084275562403478332e-01
1.192407348090293029e+00,1.899075758685363269e+00,-4.605312627890952304e-01,5.394254116026637735e-01,2.106791714887656930e-02,3.659380062550970369e-01
1.932976199575248577e+00,-1.361442317043375816e+00,-5.516340037373640426e-01,-2.642948226519284960e-01,9.279865500672124234e-01,-5.516108345013766012e-01
1.594792025964199889e+00,4.647468435061516412e-01,-4.266296615975279649e-01,6.328981713702048761e-01,2.388456219480379339e+00,-3.078244498130446871e-01
1.103000871677098926e+00,2.482476011442971142e-01,8.704676818321237519e-01,1.732383200810129864e+00,2.936629830866984148e-01,8.842140684662791461e-02
1.438646037994180116e-01,7.742132277696768261e-01,1.158952788977464898e+00,1.780158808215792865e+00,-1.357508345998574839e-01,2.585754679466090167e-04
6.356142541743082797e-01,8.861796915947827147e-01,-7.878214043529399579e-02,1.238164349952055820e+00,-7.210963351314176872e-01,8.406166188156383168e-01
7.959412508021073140e-01,1.682537227638170041e-02,-2.021547987621968578e-01,5.674905648683450377e-01,7.887629476652394667e-01,-1.253161846418002767e+00
1.137700267519023090e+00,3.715688880065665112e-01,-8.248088714850002612e-01,1.132573065931059997e+00,5.679512872334686602e-01,-7.451797955233574466e-01
1.224865642947077227e+00,1.299239141547281484e+00,-8.316341404215611410e-01,2.558302057455335010e-01,1.499095681261858992e+00,1.018144345852916910e+00
-2.855257015745902294e-01,-2.227977017542209115e+00,1.662924251297059453e+00,-5.034199400663530444e-02,-1.123908307842022669e+00,6.456184323685854043e-01
2.545725656502804135e+00,1.479505992511466861e+00,1.790626235105287622e-01,6.268934946605335679e-01,2.076850197567925438e-01,1.070853922822686766e+00
2.068698978141074285e+00,1.517168316764519131e+00,-1.087596438434965451e+00,2.517552345975749617e+00,1.262310514772656767e+00,-6.932697133730894024e-01
-5.714077713279890336e-01,-4.989355968605915237e-01,-1.510503000442009025e+00,-2.540028029565606360e-01,-6.399620300898412051e-01,6.181127118536866583e-01
1.157565566839650506e+00,1.709163965065481627e-01,-2.429452768211463609e-01,2.683040665874929509e-01,5.521082332870885789e-01,2.682237175977200572e+00
7.437076333687357987e-01,1.065793625890554264e+00,-1.001033442453727718e+00,9.692713208257632829e-01,1.975007932085366180e+00,3.168640993453620158e+00
-4.519531846419670984e-01,1.061155759616918992e+00,-2.696557436479686043e+00,-1.319216590512269249e+00,3.952142560189169651e-01,4.688873194634266550e-01
-3.285519983357496621e-01,6.029832305773225043e-01,-5.080092679963303937e-01,1.702031475080386880e+00,-4.808769839041271421e-02,2.198898307134992680e-01
2.606485805599672023e+00,-8.984606310437293075e-02,1.455468632014118580e+00,-5.722516811416897831e-01,1.170634197790931808e+00,1.685781077390827276e+00
1.609708280064366948e-01,1.553366381809774932e+00,1.751116380956220242e-01,1.358698512982305484e+00,7.122095367617742312e-02,1.033864589389765776e+00
4.198502631853582301e-01,2.318071997976750565e-01,-5.376151132578177450e-01,1.729134604304207290e+00,7.059809918796509098e-01,-1.966298350103173886e-01
